no,date,time,traffic_type,variation_traffic_from,external_ip,internal_ip,protocol,packet_loss,throughput,latency,jitter,ping,packet_length
74,03/15/2024,06:23:33,Voice,VoIP,110.232.134.15,179.202.130.49,ICMP,2.04,12.6,106.66,88.14,81,4315
75,03/15/2024,20:10:51,Video,TikTok,101.222.0.18,137.230.246.55,TCP,2.83,3.45,190.24,206.9,268,1960
76,03/15/2024,16:10:11,Video,YouTube,150.179.24.88,181.12.66.18,ICMP,0.85,6.09,293.08,225.02,282,4775
77,03/15/2024,16:38:21,Video,YouTube,127.202.104.146,166.219.235.88,ICMP,2.94,6.02,65.87,88.32,61,3931
78,03/15/2024,08:30:00,Voice,VoIP,111.189.4.181,174.95.22.108,ICMP,1.73,19.85,278.84,289.4,186,608
79,03/14/2024,13:31:30,Voice,VoIP,143.166.185.53,159.70.122.198,TCP,3.89,12.82,3.74,33.84,260,441
80,03/15/2024,06:15:45,Game,Steam,154.61.198.68,142.138.243.151,TCP,3.75,1.89,81.69,44.89,75,4181
81,03/15/2024,16:17:56,Game,Xbox,176.138.88.235,142.233.222.116,ICMP,4.22,15.34,198.02,156.65,186,2901
82,03/15/2024,08:34:42,Video,YouTube,150.140.142.221,140.58.72.9,ICMP,3.16,7.57,125.63,64.34,172,4660
83,03/14/2024,09:03:49,Video,TikTok,165.99.197.152,162.75.223.219,TCP,1.84,7.67,79.75,229.82,228,1066
84,03/15/2024,02:16:42,Video,TikTok,198.48.121.205,139.125.46.111,ICMP,4.73,7.13,207.09,86.58,139,557
85,03/14/2024,16:21:07,Video,YouTube,112.167.71.129,182.103.244.174,TCP,2.12,4.01,108.04,90.69,189,4021
86,03/14/2024,06:50:50,Game,Steam,195.98.159.17,192.177.173.7,TCP,2.53,17.76,165.24,293.68,196,676
87,03/14/2024,23:36:31,Game,Xbox,117.198.252.212,187.125.219.101,ICMP,3.77,18.86,85.75,110.88,14,4514
88,03/14/2024,10:01:57,Voice,VoIP,165.163.11.26,126.239.28.140,ICMP,5.0,12.75,64.36,6.06,217,2047
89,03/14/2024,07:54:15,Game,Steam,181.103.106.104,185.146.221.94,ICMP,2.28,1.96,51.78,131.45,260,2552
90,03/15/2024,22:35:41,Voice,VoIP,145.119.215.129,196.126.190.59,TCP,0.27,5.53,265.75,259.7,184,1953
91,03/15/2024,02:38:46,Voice,VoIP,126.129.10.53,123.131.11.110,TCP,1.07,13.03,18.75,137.02,139,2118
92,03/15/2024,00:57:23,Video,TikTok,111.253.69.8,122.143.191.91,ICMP,0.53,11.22,166.49,269.27,17,4886
93,03/14/2024,18:39:55,Game,Steam,136.189.178.84,154.80.222.148,ICMP,0.24,6.7,35.76,92.42,50,4980
94,03/15/2024,22:04:38,Voice,VoIP,146.230.40.76,135.235.115.184,TCP,2.96,12.7,92.24,67.91,60,489
95,03/15/2024,19:51:40,Video,TikTok,143.252.129.215,180.212.170.120,TCP,3.27,7.64,141.9,80.29,85,1786
96,03/15/2024,10:17:01,Voice,VoIP,116.116.41.85,166.122.67.31,ICMP,1.46,9.42,193.45,31.02,30,4017
97,03/14/2024,08:15:57,Game,Steam,104.75.18.118,143.73.76.102,ICMP,3.25,5.45,5.99,97.19,185,1455
98,03/14/2024,21:02:10,Voice,VoIP,161.190.252.241,182.219.229.72,TCP,0.31,10.64,107.43,100.97,211,2994
99,03/14/2024,11:56:46,Voice,VoIP,139.86.111.39,104.193.73.80,TCP,0.92,13.34,130.45,13.88,218,787
100,03/15/2024,00:32:50,Video,YouTube,173.6.234.215,178.206.197.199,TCP,1.79,1.92,222.86,32.92,54,2865
101,03/14/2024,23:44:44,Video,YouTube,144.106.29.67,127.29.93.80,ICMP,2.53,6.49,294.97,137.43,190,192
102,03/14/2024,18:58:01,Voice,VoIP,113.32.95.252,157.166.62.219,TCP,1.61,8.15,29.15,30.34,184,237
103,03/15/2024,04:39:45,Video,TikTok,171.75.176.84,193.193.86.94,TCP,4.22,9.29,82.8,88.03,220,1771
104,03/15/2024,06:16:40,Voice,VoIP,105.223.201.240,130.185.109.159,TCP,3.1,16.43,161.97,38.63,227,1756
105,03/15/2024,23:58:33,Video,YouTube,138.174.19.52,157.195.170.133,ICMP,2.6,10.17,116.74,51.13,12,3058
106,03/15/2024,11:19:47,Video,YouTube,188.71.135.189,177.152.64.36,TCP,2.51,1.73,11.24,220.13,118,1057
107,03/15/2024,23:55:34,Game,Steam,190.236.35.205,105.60.228.21,TCP,0.37,7.62,69.69,295.92,171,625
108,03/15/2024,17:40:57,Voice,VoIP,132.190.135.169,175.245.211.239,ICMP,1.9,8.48,2.07,285.98,210,3810
109,03/14/2024,03:04:11,Voice,VoIP,165.130.185.207,138.109.22.10,TCP,2.39,7.91,101.56,61.77,28,847
110,03/15/2024,12:53:20,Video,YouTube,148.158.121.139,184.123.42.202,TCP,2.22,7.15,33.53,22.25,237,2400
111,03/15/2024,05:41:34,Voice,VoIP,183.120.239.15,184.229.12.97,TCP,1.9,2.33,241.61,29.55,52,3187
112,03/14/2024,08:03:51,Video,YouTube,125.141.243.145,152.175.145.228,TCP,2.26,1.5,205.84,224.28,181,2461
113,03/14/2024,15:27:02,Game,Xbox,168.151.212.27,164.203.158.9,ICMP,1.0,17.82,199.51,49.23,110,354
114,03/15/2024,03:26:20,Game,Xbox,166.204.224.93,104.225.245.45,TCP,4.48,3.17,40.17,265.59,177,97
115,03/14/2024,01:42:25,Game,Steam,130.199.177.135,149.96.46.8,ICMP,3.89,3.2,73.67,275.38,223,4607
116,03/15/2024,20:54:08,Voice,VoIP,151.95.252.239,140.181.3.121,ICMP,1.13,3.78,280.26,204.8,176,465
117,03/15/2024,06:51:00,Video,YouTube,132.113.189.121,188.45.75.42,ICMP,1.51,4.55,277.39,129.48,61,2973
118,03/15/2024,04:11:03,Game,Steam,157.47.134.20,114.197.10.161,ICMP,0.57,18.06,126.95,167.59,205,3451
119,03/15/2024,15:52:13,Voice,VoIP,103.176.111.107,174.120.139.67,TCP,1.04,13.27,135.12,276.81,111,3387
120,03/14/2024,22:20:03,Game,Steam,103.148.223.47,159.205.10.59,TCP,4.45,10.53,191.52,251.33,261,2984
121,03/14/2024,14:16:14,Game,Steam,193.201.68.88,153.7.230.34,ICMP,0.49,19.3,161.93,18.97,137,3554
122,03/14/2024,19:42:21,Voice,VoIP,114.127.125.159,150.10.149.234,ICMP,4.83,8.65,48.25,105.18,176,1876
123,03/14/2024,06:53:24,Video,TikTok,153.152.26.224,183.110.135.239,ICMP,1.73,1.88,286.78,218.51,158,3103
124,03/15/2024,11:58:11,Game,Steam,188.251.102.150,189.195.1.26,TCP,4.07,6.43,57.75,51.46,25,3871
125,03/14/2024,18:32:58,Voice,VoIP,127.21.154.203,124.75.81.166,ICMP,2.59,12.71,128.35,33.78,255,4752
126,03/14/2024,12:57:11,Game,Xbox,164.70.76.23,196.15.182.113,TCP,2.52,8.62,51.2,122.31,199,2375
127,03/14/2024,12:33:43,Voice,VoIP,156.182.191.169,117.139.119.52,ICMP,2.37,4.38,205.49,231.62,217,697
128,03/15/2024,07:41:47,Voice,VoIP,182.67.78.33,133.148.130.110,ICMP,1.1,5.29,293.75,168.61,293,2667
129,03/14/2024,23:47:50,Voice,VoIP,170.66.247.246,121.42.158.204,TCP,2.23,19.92,250.7,153.32,61,1989
130,03/14/2024,10:48:06,Game,Xbox,165.163.244.55,175.41.247.101,ICMP,3.43,4.45,174.83,31.31,151,3960
131,03/14/2024,21:19:56,Voice,VoIP,177.112.159.43,196.237.219.43,TCP,0.93,1.78,60.8,255.09,165,4485
132,03/14/2024,05:53:54,Voice,VoIP,178.105.120.9,154.216.88.49,ICMP,4.01,17.38,16.37,121.81,268,4953
133,03/14/2024,22:26:41,Video,TikTok,164.26.196.2,137.194.63.111,ICMP,2.81,2.67,292.37,185.49,143,4669
134,03/15/2024,13:50:22,Game,Steam,138.10.227.180,135.131.85.88,TCP,4.7,1.22,199.81,169.19,180,736
135,03/14/2024,07:39:42,Video,TikTok,189.147.108.148,147.224.93.119,ICMP,0.64,8.11,145.47,2.11,106,307
136,03/14/2024,23:43:21,Video,TikTok,104.209.141.88,124.162.174.116,ICMP,4.07,3.9,132.71,194.11,143,930
137,03/15/2024,19:24:40,Game,Steam,156.85.75.6,159.166.66.140,ICMP,3.58,19.44,154.51,238.04,270,3474
138,03/15/2024,11:28:37,Game,Xbox,151.227.213.89,153.149.181.171,TCP,2.85,13.49,260.99,122.89,122,1915
139,03/14/2024,22:09:57,Video,TikTok,101.4.222.37,159.121.230.180,ICMP,1.14,18.11,10.01,60.82,197,2858
140,03/15/2024,17:31:06,Game,Xbox,190.121.169.31,110.233.154.232,ICMP,0.6,4.14,111.7,82.94,268,3615
141,03/15/2024,09:54:54,Voice,VoIP,131.9.20.33,105.24.210.84,TCP,0.91,11.23,110.4,99.37,106,1020
142,03/15/2024,00:10:56,Game,Steam,156.196.64.117,121.4.150.101,ICMP,0.55,2.02,72.58,241.75,91,2258
143,03/15/2024,04:26:31,Video,YouTube,121.41.90.20,141.232.11.221,TCP,2.79,11.86,264.22,246.01,175,2626
144,03/14/2024,17:38:07,Game,Steam,188.7.235.129,180.91.184.73,TCP,3.59,4.82,52.97,196.75,241,2478
145,03/15/2024,22:16:17,Voice,VoIP,130.39.224.189,122.57.85.170,ICMP,0.01,6.3,73.29,11.27,159,2278
146,03/15/2024,19:19:33,Voice,VoIP,160.160.205.94,172.101.180.114,TCP,0.76,10.89,202.34,284.64,272,3357
147,03/14/2024,00:35:53,Voice,VoIP,146.171.115.164,196.164.70.45,TCP,1.35,16.94,227.92,292.67,56,4995
148,03/14/2024,04:16:47,Game,Steam,111.19.219.224,193.36.116.36,ICMP,0.26,19.52,156.22,156.46,243,1746
149,03/15/2024,00:32:06,Video,TikTok,109.68.99.16,159.251.201.39,TCP,2.9,15.4,224.63,263.94,89,3719
150,03/15/2024,13:04:17,Video,YouTube,122.24.138.168,174.78.10.53,ICMP,3.5,14.23,213.51,160.63,32,3294
151,03/14/2024,16:02:09,Video,YouTube,113.49.184.232,138.179.64.80,TCP,4.69,12.52,246.91,63.06,180,3896
152,03/15/2024,06:57:59,Video,TikTok,111.202.100.29,189.46.95.87,ICMP,0.24,9.57,27.68,227.96,37,2283
153,03/14/2024,01:36:03,Voice,VoIP,122.113.75.231,117.8.175.158,ICMP,3.41,9.8,238.87,91.24,144,611
154,03/14/2024,23:37:18,Game,Xbox,161.94.45.27,106.249.3.191,TCP,4.93,18.45,175.53,5.73,203,2723
155,03/15/2024,12:01:33,Game,Xbox,160.115.71.70,140.171.38.5,ICMP,2.11,5.08,203.09,77.19,271,406
156,03/15/2024,22:37:51,Video,YouTube,127.11.136.127,195.199.124.132,ICMP,1.9,15.93,156.68,3.9,141,727
157,03/15/2024,07:00:41,Game,Steam,145.190.86.250,100.205.203.238,ICMP,0.14,2.05,53.64,109.56,212,3322
158,03/15/2024,07:35:49,Video,TikTok,102.111.96.166,124.98.14.58,TCP,1.17,7.34,96.22,180.75,287,272
159,03/14/2024,12:35:04,Game,Xbox,115.249.211.2,104.16.62.100,ICMP,1.13,8.26,71.89,100.21,75,1291
160,03/15/2024,17:09:48,Voice,VoIP,174.41.247.108,154.72.173.209,TCP,1.12,6.7,149.84,113.11,228,3638
161,03/14/2024,16:01:19,Voice,VoIP,162.200.85.231,166.201.32.154,TCP,0.31,3.35,195.73,280.87,274,3285
162,03/15/2024,04:47:52,Game,Xbox,166.88.26.151,171.132.89.64,ICMP,0.08,5.33,107.68,96.18,263,4187
163,03/15/2024,09:04:13,Game,Steam,166.168.47.191,199.112.31.212,ICMP,4.56,6.06,194.92,289.0,54,4390
164,03/14/2024,09:56:27,Game,Steam,118.59.218.64,192.19.254.98,ICMP,3.92,19.85,196.66,282.98,204,1230
165,03/15/2024,14:27:19,Game,Xbox,108.5.35.56,139.97.189.139,TCP,2.88,10.38,53.12,286.53,65,131
166,03/14/2024,01:19:21,Video,TikTok,148.142.216.156,127.27.244.5,ICMP,0.39,11.34,264.81,174.07,220,2152
167,03/15/2024,03:39:37,Game,Xbox,127.210.76.15,124.152.71.150,ICMP,2.8,1.88,295.19,93.74,198,323
168,03/15/2024,13:53:42,Video,TikTok,199.111.54.41,180.228.28.104,ICMP,3.96,17.05,14.7,117.63,234,1960
169,03/14/2024,10:38:52,Game,Xbox,144.28.149.164,113.230.129.79,TCP,4.73,1.68,10.29,170.49,240,2162
170,03/14/2024,19:51:02,Video,YouTube,180.98.104.19,167.49.216.77,ICMP,0.93,19.44,115.12,270.84,87,4287
171,03/14/2024,21:11:25,Voice,VoIP,124.124.59.117,177.220.68.118,ICMP,3.63,13.69,243.88,116.95,284,2295
172,03/15/2024,11:36:22,Game,Steam,147.167.42.58,128.89.194.226,ICMP,1.05,9.69,144.37,128.87,296,3102
173,03/15/2024,03:23:17,Voice,VoIP,134.27.25.42,172.162.189.224,ICMP,4.74,18.5,53.16,141.77,11,2078
174,03/14/2024,04:24:36,Voice,VoIP,131.44.172.64,179.10.212.93,ICMP,0.14,7.41,38.52,80.7,284,754
175,03/14/2024,08:13:20,Game,Steam,162.87.74.235,144.126.132.54,ICMP,2.71,1.51,273.23,156.04,285,3668
176,03/14/2024,06:28:39,Video,YouTube,161.53.120.66,197.141.118.86,ICMP,3.36,16.22,141.67,288.37,245,423
177,03/14/2024,10:50:55,Video,YouTube,146.35.66.84,184.34.46.214,ICMP,4.69,8.37,23.19,153.86,228,2122
178,03/15/2024,16:51:41,Video,TikTok,150.125.59.76,177.87.112.141,ICMP,0.0,18.02,193.13,33.64,33,4707
179,03/14/2024,20:33:43,Game,Steam,156.99.214.211,184.213.62.60,TCP,0.31,12.16,124.92,189.5,231,3347
180,03/14/2024,12:58:56,Voice,VoIP,120.204.156.242,180.181.60.55,TCP,1.59,2.8,208.82,140.14,234,4202
181,03/15/2024,13:44:02,Voice,VoIP,137.48.151.14,158.37.183.83,ICMP,2.8,18.01,213.05,152.42,269,2929
182,03/14/2024,23:26:25,Video,TikTok,183.191.76.233,174.240.62.146,ICMP,1.14,1.87,11.32,40.39,30,1413
183,03/15/2024,23:46:46,Voice,VoIP,122.58.60.27,112.4.245.251,TCP,4.3,11.88,82.91,206.89,134,414
184,03/15/2024,07:18:14,Game,Steam,145.108.251.216,146.133.211.229,TCP,1.15,18.53,66.5,9.92,110,497
185,03/14/2024,11:09:27,Voice,VoIP,117.241.26.170,114.207.150.95,TCP,1.19,6.44,296.57,170.58,102,1722
186,03/14/2024,06:22:00,Voice,VoIP,151.77.24.137,181.192.248.22,ICMP,4.29,8.25,154.6,50.0,11,4695
187,03/14/2024,08:51:59,Video,TikTok,101.219.207.26,176.187.135.187,TCP,0.2,12.03,289.64,175.17,231,1399
188,03/14/2024,22:08:57,Voice,VoIP,100.5.241.38,113.10.221.125,ICMP,2.22,9.97,285.37,31.48,199,1895
189,03/15/2024,09:56:43,Game,Xbox,180.53.86.140,140.92.248.130,TCP,4.5,5.7,16.17,262.96,36,334
190,03/14/2024,16:31:12,Voice,VoIP,171.186.104.7,161.147.193.219,ICMP,4.47,6.52,275.86,73.55,107,2512
191,03/15/2024,00:16:33,Game,Xbox,184.87.147.70,164.100.107.222,TCP,2.36,11.1,99.91,250.19,262,1469
192,03/14/2024,22:05:42,Video,TikTok,190.142.236.51,176.40.111.106,ICMP,0.6,15.8,283.64,220.93,227,1997
193,03/15/2024,07:13:43,Game,Steam,185.242.140.49,115.157.16.53,ICMP,0.25,10.36,50.29,276.04,263,3699
194,03/15/2024,01:23:44,Game,Steam,171.67.133.237,111.34.121.143,ICMP,3.11,1.37,161.02,198.73,139,1428
195,03/15/2024,19:07:42,Voice,VoIP,118.1.141.25,125.238.241.70,ICMP,1.77,9.45,75.07,188.55,32,3108
196,03/15/2024,19:32:23,Video,TikTok,191.184.172.168,168.32.150.196,TCP,2.02,14.51,267.4,41.74,23,619
197,03/14/2024,07:12:19,Game,Steam,170.138.238.32,123.79.135.78,TCP,2.89,10.91,266.02,163.0,89,906
198,03/15/2024,01:11:40,Game,Xbox,105.116.0.21,158.209.165.249,TCP,3.12,6.25,128.51,241.64,186,3381
199,03/15/2024,12:26:31,Video,TikTok,100.223.94.176,156.152.200.180,ICMP,3.98,13.23,134.13,104.66,66,3696
200,03/14/2024,21:10:51,Voice,VoIP,106.15.227.51,182.180.65.151,ICMP,2.59,13.14,252.91,168.54,64,979
201,03/14/2024,03:15:48,Voice,VoIP,187.149.210.172,121.143.192.52,TCP,3.8,7.73,174.99,157.96,15,669
202,03/14/2024,07:48:22,Game,Steam,191.189.249.52,136.228.139.49,TCP,3.68,11.61,219.62,32.93,168,3966
203,03/15/2024,03:10:42,Game,Steam,180.253.9.245,166.220.44.187,TCP,1.28,13.6,231.75,103.89,103,2624
204,03/14/2024,08:13:56,Voice,VoIP,134.113.64.57,105.87.160.187,TCP,1.92,17.96,231.09,180.0,110,558
205,03/14/2024,01:10:10,Game,Steam,106.54.244.222,129.7.205.14,ICMP,0.58,6.01,147.04,221.0,187,4487
206,03/15/2024,23:18:27,Video,TikTok,189.114.164.120,138.234.78.148,ICMP,3.8,16.33,200.67,216.3,60,4995
207,03/14/2024,12:34:53,Game,Steam,134.78.14.145,120.87.191.173,TCP,0.69,2.26,179.5,34.26,194,2797
208,03/14/2024,18:47:57,Game,Xbox,151.41.237.114,109.114.161.15,ICMP,3.75,6.13,34.41,168.57,21,508
209,03/15/2024,07:17:10,Video,YouTube,197.221.159.121,118.28.197.47,TCP,0.61,3.38,5.31,166.94,11,4259
210,03/14/2024,03:07:39,Video,TikTok,164.213.199.175,105.228.208.184,TCP,1.13,6.91,118.59,221.26,160,4981
211,03/14/2024,05:13:15,Voice,VoIP,199.43.23.228,184.58.9.241,TCP,2.13,11.55,289.41,262.03,12,4968
212,03/15/2024,18:16:31,Video,TikTok,192.251.244.234,148.53.90.185,TCP,0.09,7.35,49.13,82.75,220,2795
213,03/14/2024,13:17:36,Video,YouTube,150.123.52.47,195.190.31.203,ICMP,3.06,12.09,28.79,209.93,277,3045
214,03/14/2024,14:28:04,Game,Xbox,156.180.15.132,145.193.91.147,TCP,2.7,8.91,281.98,56.54,14,2593
215,03/14/2024,07:58:18,Game,Xbox,163.202.156.15,199.58.182.45,ICMP,3.89,10.3,195.05,116.27,143,4673
